objectid,inv_id,invlocid,inc_site,inv_typ,inv_stat,datclosed,contamin,loc_descr,ca_typ,remmeth,excav_dpth,excav_vol,merla,contingncy,oldlocid,contact_nm,contact_ph,co_code,coordtyp,X,Y
472,       CF-11405,17615,RADIUM INC.,E,C,2007-10-09T00:00:00Z,AA,Comstock Twp.,NC,N,0,0,N,N,0000017615,MDA Data Practices Records Mng,(651) 201-6698,089,PHOTO,-96.61004439999999,48.22829045000003
473,       CF-11560,17774,KOCH,E,C,2007-10-16T00:00:00Z,AA,"Dublin Twp. AA Terminal 925 60th St., SE",NC,N,0,0,N,N,0000017774,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.424237828,45.23708401800002
474,       CF-11530,17733,RIVER COUNTRY COOP,E,C,2007-10-03T00:00:00Z,AA,Randolph,NC,N,0,0,N,N,0000017733,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.01618499899996,44.52927376400004
475,       CF-11414,17621,WESTERN CONSOLIDATED COOPERATIVE,E,C,2007-10-10T00:00:00Z,U,Fairfield Twp.,EX,LA,1,35,N,N,0000017621,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.89061883099998,45.362427471000046
476,       CF-11469,17661,FARMERS COOP ELEVATOR,E,C,2007-10-08T00:00:00Z,U,Arendahl Twp. Deep River Road,EX,LA,NA,NA,N,N,0000017661,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-91.87166133199997,43.78028768200005
477,       CF-11479,17672,PROGRESSIVE AG CENTER LLC,E,C,2007-10-03T00:00:00Z,U,St. Charles,NC,N,NA,NA,N,N,0000017672,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.07020082099996,43.96882034700002
478,      PLK219121,1811138073,KROWN,E,C,2010-01-28T00:00:00Z,AA,Hartland Twp.,U,U,NA,NA,N,N,1811138073,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.49348961199996,43.80378281100002
479,       CF-11355,17580,WESTERN CONSOLIDATED - HOLLOWAY,E,C,2007-10-11T00:00:00Z,F,"Appleton Twp. Hwy 7, Couple mi west ",EX,LA,NA,175,N,N,0000017580,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-96.05812986199999,45.21142258900005
480,   GCH101091020,181101013949,"GILLESPIE, JEFF",E,C,2019-11-14T00:00:00Z,F,Ulen, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.25847217899997,47.07154097800003
481,   PLK101000569,181101000164,BORDER STATES COOP,E,C,2009-04-07T00:00:00Z,U,Clinton,U,U,NA,NA,N,N,181101000164,MDA Data Practices Records Mng,(651) 201-6698,011,PHOTO,-96.43796024099998,45.46151381100003
482,       CF-11584,17799,CENEX/LAND O'LAKES,V,C,2008-09-15T00:00:00Z,WP,Winona 10 Prairie Island Rd,U,U,NA,NA,N,N,0000017799,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-91.66796050599999,44.058433605000005
483,       CF-11588,17802,FARMERS UNION COOP - OIL - LUVERME,E,C,2007-11-21T00:00:00Z,N,Clinton Twp. Gravel Road,NC,N,0,0,N,N,0000017802,MDA Data Practices Records Mng,(651) 201-6698,133,PHOTO,-96.25331191999999,43.55834457100002
484,       CF-11579,17794,TRIANGLE AG LLC,E,C,2007-11-21T00:00:00Z,F,Hagen Twp.Pst Knutson's drv S of 160th AvN,EX,LA,0,NA,N,N,0000017794,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.38691705999997,47.078487005
485,       CF-11578,17793,CARGILL - ALBERTA,E,C,2007-11-21T00:00:00Z,F,Synnes Twp. 7 ml S & 2 ml E of Alberta,EX,LA,0,NA,N,N,0000017793,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-96.004425331,45.47009793900003
486,       CF-11573,17798,RIPLEY POTATO FARMS,E,C,2008-01-08T00:00:00Z,N,Ripley Twp. 16297 223rd St. ,NC,N,0,0,N,N,0000017798,MDA Data Practices Records Mng,(651) 201-6698,097,PHOTO,-94.31728824499999,46.084666166000034
487,       CF-11564,17775,PATTI WILLIAMS,E,C,2007-11-15T00:00:00Z,P,Greenway Twp. 31363 - 3rd St,U,U,NA,NA,N,N,0000017775,MDA Data Practices Records Mng,(651) 201-6698,061,PHOTO,-93.20450883699999,47.33066451100001
488,       CF-11460,17647,GARY WEHRER,E,C,2007-11-28T00:00:00Z,P,Kerkhoven Twp. 70th St bet 150th & 160th St,NC,N,0,0,N,N,0000017647,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.29927704199997,45.398420060000035
489,       CF-11592,17804,HARVEST LAND COOP,E,C,2007-12-19T00:00:00Z,AA,Burnstown Twp. Old bridge on State Hwy 258,NC,N,0,0,N,N,0000017804,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-94.90659774199997,44.23137695700001
490,       CF-11583,17796,HARVEST LAND COOP,E,C,2007-11-15T00:00:00Z,F,Three Lakes Twp. CR 1 - 1 ml L sd rd,EX,LA,0,0,N,N,0000017796,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-95.05761173599996,44.39797869100005
491,       CF-11392,17606,C F INDUSTRIES,E,C,2008-03-25T00:00:00Z,AA,Glenwood Twp.,EX,LA,NA,320,N,N,0000017606,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.3373712,45.621453410000015
492,       CF-11464,17655,RODEY VANDERZIEL,E,C,2007-11-21T00:00:00Z,PF,Lyons Twp. 406 N High Street,NA,N,0,0,N,N,0000017655,MDA Data Practices Records Mng,(651) 201-6698,083,PHOTO,-95.87662238499996,44.341330811000034
493,       CF-11562,17772,CITY OF COON RAPIDS,E,C,2009-05-08T00:00:00Z,P,Coon Rapids Well House #2,NC,N,0,0,N,N,0000017772,MDA Data Practices Records Mng,(651) 201-6698,003,PHOTO,-93.30781429499996,45.153909146000046
494,       CF-11585,17800,WATONWAN FARM SERVICE - TRUMAN,E,C,2007-11-29T00:00:00Z,AA,Nashville Twp. Bill Henry Field,NC,N,0,0,N,N,0000017800,MDA Data Practices Records Mng,(651) 201-6698,091,PHOTO,-94.27707750399998,43.83268181600005
495,       CF-11561,17771,CITY OF ANOKA,E,C,2009-05-08T00:00:00Z,P,Anoka Well House &th Ave & 38th,NC,N,0,0,N,N,0000017771,MDA Data Practices Records Mng,(651) 201-6698,003,PHOTO,-93.38037015699996,45.22777567900005
496,       CF-11602,17818,PROGRESSIVE AG CENTER - ST. CHARLES,E,C,2007-11-30T00:00:00Z,AA,Saint Charles 942 Wabasha Ave,NC,N,0,0,N,N,0000017818,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.071025727,43.968832469000006
497,       CF-11593,17805,PROGRESSIVE AG CENTER,E,C,2009-01-23T00:00:00Z,AA,Greenfield Twp. 407 Smith St,EX,U,5,NA,N,N,0000017805,MDA Data Practices Records Mng,(651) 201-6698,157,PHOTO,-91.99195572099995,44.30385223100001
498,       CF-11603,17821,BLANDIN PAPER CO,E,C,2007-12-07T00:00:00Z,P,Grand Rapids 115 S W 1st Street,P,O,0,0,N,N,0000017821,MDA Data Practices Records Mng,(651) 201-6698,061,PHOTO,-93.53413052999997,47.23461468100004
499,       CF-11598,17810,UAP - GRAND FORKS,E,C,2007-12-16T00:00:00Z,F,Bygland Twp. County Rd 9 & County Rd 223,U,U,NA,NA,N,N,0000017810,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.93154423799996,47.76097539900002
500,       CF-11591,17803,BLOMKEST FERTILIZER,E,C,2009-02-21T00:00:00Z,AA,Fahlun Township SVEA,NC,N,0,0,N,N,0000017803,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-94.927636119,45.03001547300005
501,       CF-11546,17755,UNKNOWN,E,C,2007-12-22T00:00:00Z,U,"Lake George Twp. W sd St CR 175, ditch area",U,U,NA,NA,N,N,0000017755,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.88569290199996,45.53587014000004
502,       CF-11606,17823,RIVER COUNTRY COOP,E,C,2007-12-28T00:00:00Z,AA,Hampton Twp. 5454 250TH ST E,NC,N,0,0,N,N,0000017823,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.99627278499997,44.586342736000006
503,       CF-11605,17822,RIVER COUNTRY COOP,E,C,2007-12-28T00:00:00Z,AA,"Marshan Twp. 15301 180th St,",NC,N,0,0,N,N,0000017822,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.792976124,44.68665010500001
504,       CF-11599,17820,CENTRAL LAKES COOP,E,C,2007-12-28T00:00:00Z,AA,Gennessee Twp. 320 Atlantic Ave,NC,N,0,0,N,N,0000017820,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-94.820497638,45.13880343100004
505,       CF-11596,17808,CENTRAL VALLEY COOP - NORTHFIELD,E,C,2007-12-28T00:00:00Z,AA,Dennison Hwy 9 & 10th Ave,NC,N,0,0,N,N,0000017808,MDA Data Practices Records Mng,(651) 201-6698,049,PHOTO,-93.02016816499997,44.40681094800004
506,       CF-11594,17806,RIVER COUNTRY COOP - RANDOLPH,E,C,2007-12-28T00:00:00Z,AA,Marshan Twp. 4411 Upper 291st E box 188,NC,N,0,0,N,N,0000017806,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79321925299996,44.686461493000024
507,       CF-11580,17797,MELROSE DAIRY PROTEINS LLC,E,C,2008-06-02T00:00:00Z,P,Melrose 1000 E Kraft Drive,NC,N,0,0,N,N,0000017797,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.79951212499998,45.670236275000036
508,       CF-11399,17612,GREENWAY COOP SERVICE CO INC,E,C,2008-06-05T00:00:00Z,AA,Marion Twp. 6435 Highway 14 E,NC,N,0,0,N,N,0000017612,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.350044921,44.005637645000036
509,       CF-11614,17831,HARDING HIGH SCHOOL,E,C,2008-07-02T00:00:00Z,SP,"Saint Paul 1540 6TH Street,",NC,N,0,0,N,N,0000017831,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.036033132,44.95934977300004
510,       CF-11586,17801,MORRIS COOP ASSOCIATION,E,C,2008-02-08T00:00:00Z,AA,Framnas Twp. CR 3,NC,N,0,0,N,N,0000017801,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-95.82039765999997,45.62637807300001
511,       CF-11616,17834,UNITED SUPPLIERS INC,E,C,2008-02-12T00:00:00Z,P,Brooten 1600 State Hwy 55,P,N,0,0,N,N,0000017834,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.10312437900001,45.49087996600002
512,       CF-11607,17835,CP RAILWAY,E,C,2008-03-25T00:00:00Z,F,Elmo Township,EX,O,0.2,3,N,N,0000017835,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.37112371999996,46.25379378100001
513,      PLK219069,181101003823,BENSON FARM SERVICE,E,C,2009-03-12T00:00:00Z,U,Warrin Twp,U,U,NA,NA,N,N,1811138052,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-91.73997306199999,43.94231293400003
514,      PLK219075,1811138055,WILLIAM DAHLKE,E,C,2011-04-05T00:00:00Z,U,Ellington Twp,U,U,NA,NA,N,N,1811138055,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-92.97635333599999,44.19334915000002
515,      PLK219099,1811138060,DARRELL URBAN,E,C,2009-01-28T00:00:00Z,U,Saint Charles Twp.,U,U,NA,NA,N,N,1811138060,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.069451662,43.99147936100002
516,      PLK219107,1811138064,CENTRAL VALLEY COOP,E,C,2009-03-16T00:00:00Z,U,Clinton Falls Twp.,U,U,NA,NA,N,N,1811138064,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.22681073799998,44.12780597700004
517,      PLK219110,1811138066,MICHAEL STREIFF,E,C,2009-04-01T00:00:00Z,U,Eureka Twp.,U,U,NA,NA,N,N,1811138066,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.21852987799997,44.619871655000054
518,      PLK219118,1811138070,CHS-PRAIRIE LAKES COOP,E,C,2010-01-28T00:00:00Z,U,Long Prairie,U,U,NA,NA,N,N,1811138070,MDA Data Practices Records Mng,(651) 201-6698,153,PHOTO,-94.866027137,45.974137391000056
519,      GPC181045,1811138072,ROCORI HIGH SCHOOL,E,C,2009-10-06T00:00:00Z,U,Cold Spring,U,U,NA,NA,N,N,1811138072,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.428493135,45.46376071900005
520,      PLK219141,1811138075,JOHNSON FERTILIZER SERVICE,E,C,2011-03-22T00:00:00Z,AA,Clontarf,U,U,NA,NA,N,N,1811138075,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.67616673499998,45.37759411900004
521,      PLK219128,1811138076,SOUTH CENTRAL GRAIN AND ENERGY,E,C,2009-03-12T00:00:00Z,U,Wellington Twp.,U,U,NA,NA,N,N,1811138076,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-94.67917560199999,44.58571083000004
522,      PLK219161,1811138084,CARGILL,E,C,2009-06-09T00:00:00Z,U,Alberta,U,U,NA,NA,N,N,1811138084,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-96.048935631,45.57419506800005
523,      KDR205090,1811138088,FARM ADVANTAGE,E,C,2009-11-12T00:00:00Z,U,Bashaw Twp.,U,U,NA,NA,N,N,1811138088,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.89543826699997,44.18028467800002
524,      PLK219182,1811138090,TRUGREEN,E,C,2009-04-06T00:00:00Z,U,Lillydale,U,U,NA,NA,N,N,1811138090,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.14203294199996,44.89909274900003
525,      PLK219082,1811138091,FARMERS COOP,E,C,2011-02-28T00:00:00Z,U,Linden Twp,U,U,NA,NA,N,N,1811138091,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.38599820999997,44.12337449400002
526,      PLK219192,1811138095,CF INDUSTRIES,E,C,2008-07-25T00:00:00Z,U,Rosemount,U,U,NA,NA,N,N,1811138095,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.011056419,44.762950327000055
527,      PLK219195,1811138096,WATONWAN FARM SERVICE,E,C,2009-10-19T00:00:00Z,U,Mapleton Twp.,U,U,NA,NA,N,N,1811138096,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-93.91554002699996,43.89877806700002
528,       CF-11163,17427,STAMER,E,C,2009-05-01T00:00:00Z,P,Whitefield Twp,U,U,NA,NA,N,N,0000017427,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.05721941399997,44.99199314200001
529,       CF-11313,17546,MICHEAL SANTEMA,C,C,2009-03-20T00:00:00Z,P,Inver Grove Heights,NC,N,0,0,N,N,0000017546,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.05668731899999,44.797791079000035
530,       CF-11489,17682,CITY OF VERGUS,E,C,2011-04-13T00:00:00Z,O,Vergas,U,U,NA,NA,N,N,0000017682,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.80876495399997,46.65440201200005
531,       CF-11514,17738,MATHIAS AERIAL SPRAYING,E,C,2009-04-02T00:00:00Z,P,Lake Valley Twp.,U,U,NA,NA,N,N,0000017738,MDA Data Practices Records Mng,(651) 201-6698,155,PHOTO,-96.54236847799996,45.783701810000025
532,       CF-11595,17819,UAP DISTRIBUTION,E,C,2008-04-22T00:00:00Z,AA,Sargeant Twp.,U,U,NA,NA,N,N,0000017819,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.69578079399997,43.803165992000004
533,       CF-11600,17816,CROP PRODUCTION SERVICES,E,C,2009-04-24T00:00:00Z,AA,Rich Valley Twp.,U,U,NA,NA,N,N,0000017816,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.23269683899997,44.881774681000024
534,       CF-11612,17830,KOCH NITROGEN COMPANY,E,C,2008-06-26T00:00:00Z,AA,Dublin Twp.,U,U,NA,NA,N,N,0000017830,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.424842442,45.237247223000054
535,       CF-11623,17841,OSAKIS CREAMERY ASSOCIATION,E,C,2009-01-23T00:00:00Z,F,Osakis Twp.,U,U,NA,NA,N,N,0000017841,MDA Data Practices Records Mng,(651) 201-6698,041,PHOTO,-95.14986647799998,45.85510861700004
536,      PLK219212,1811138102,BENSON AIR AG,E,C,2009-03-12T00:00:00Z,U,Tara Twp.,U,U,NA,NA,N,N,1811138102,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.789694838,45.391662595000014
537,      PLK219218,1811138104,HORIZON CHEMICAL,E,C,2009-03-31T00:00:00Z,U,Burnesville,U,U,NA,NA,N,N,1811138104,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.264649776,44.78460962300005
538,      PLK219237,181101000229,GREENWAY COOP,E,C,2009-10-30T00:00:00Z,U,Claremont Twp.,U,U,NA,NA,N,N,181101000229,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-93.00643398799997,44.04472848300003
539,      PLK219243,1811138114,RIVER COUNTRY COOP,E,C,2009-03-19T00:00:00Z,U,Marshan Twp.,U,U,NA,NA,N,N,1811138114,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.794439872,44.687884043000054
540,      EJK261117,711152063,RED ROCK RURAL WATER TREATMENT,E,C,2009-03-09T00:00:00Z,U,Great Bend Twp.,U,U,NA,NA,N,N, 711152063,MDA Data Practices Records Mng,(651) 201-6698,033,PHOTO,-95.18067398299996,43.92080410700004
541,      GCH255108,801146068,CENTRAL VALLEY COOP,E,C,2009-03-16T00:00:00Z,U,Clinton Falls Twp.,U,U,NA,NA,N,N, 801146068,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.17464239499998,44.13504794500005
542,      PLK219052,1811138046,SKYWAY AGRI,E,C,2008-10-27T00:00:00Z,U,Hawk Creek Twp.,U,U,NA,NA,N,N,1811138046,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-95.42130059799996,44.799618291
543,      PLK219050,1811138047,FARMERS COOP ELEVATOR,E,C,2008-10-29T00:00:00Z,U,Houston,U,U,NA,NA,N,N,1811138047,MDA Data Practices Records Mng,(651) 201-6698,055,PHOTO,-91.566406347,43.76583947500001
544,      PLK219144,1811138077,HUTCHINSON COOP,E,C,2010-12-01T00:00:00Z,U,Bergen Twp,U,U,NA,NA,N,N,1811138077,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.05046564899999,44.883559442000035
545,      PLK219148,1811138079,FREESE,E,C,2009-02-09T00:00:00Z,U,Saint Johns Twp.,U,U,NA,NA,N,N,1811138079,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.22673039099999,45.079006599000024
546,      PLK219154,1811138081,SUNRICH INC,E,C,2008-11-20T00:00:00Z,U,Somerset Twp.,U,U,NA,NA,N,N,1811138081,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.27752226899997,43.96280378900002
547,      PLK219185,1811138093,FANK,E,C,2009-02-17T00:00:00Z,U,Hayes Twp.,U,U,NA,NA,N,N,1811138093,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.29848215099997,45.24642486500005
548,      PLK219208,1811138100,CONSUMERS COOP,E,C,2009-03-19T00:00:00Z,U,Harvey Twp.,U,U,NA,NA,N,N,1811138100,MDA Data Practices Records Mng,(651) 201-6698,093,PHOTO,-94.62471187399996,45.22449749100002
549,      PLK219246,1811138116,DEBLEN,E,C,2009-04-08T00:00:00Z,U,Timothy Twp.,U,U,NA,NA,N,N,1811138116,MDA Data Practices Records Mng,(651) 201-6698,035,PHOTO,-94.16568171399996,46.72173149700001
550,      PLK219252,71101000221,RIVER COUNTRY COOP,E,C,2009-03-17T00:00:00Z,AA,Marshan Twp.,U,U,NA,NA,N,N,1811138117,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79460377599997,44.68790432100002
551,      CVH269113,1811138118,FHR FARMS,E,C,2009-04-08T00:00:00Z,U,High Forest Twp.,U,U,NA,NA,N,N,1811138118,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.488661224,43.88100621700005
552,      PLK219221,1811138119,ORKIN,E,C,2011-02-16T00:00:00Z,U,Lake Henry,U,U,NA,NA,N,N,1811138119,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.796916571,45.46229439200005
553,      MFS277106,1811138121,GREENWAY COOP,E,C,2010-02-23T00:00:00Z,U,Claremont Twp.,U,U,NA,NA,N,N,1811138121,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-93.00640741999996,44.04476348200001
554,      PLK219264,1811138124,MOORHEAD CITY OF,E,C,2009-04-15T00:00:00Z,U,Moorhead,U,U,NA,NA,N,N,1811138124,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.74484548499998,46.878056094000044
555,      PLK219266,1811138125,MUELENERS,E,C,2009-10-30T00:00:00Z,U,Hollywood Twp.,U,U,NA,NA,N,N,1811138125,MDA Data Practices Records Mng,(651) 201-6698,019,PHOTO,-93.93188883799996,44.976593990000026
556,      PLK219086,1811138127,PROGRESSIVE AG,E,C,2009-08-21T00:00:00Z,U,Haverhill Twp.,U,U,NA,NA,N,N,1811138127,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.33341900199997,44.07337062700003
557,      PLK219267,1811138129,VERMILYA,E,C,2009-03-31T00:00:00Z,U,Dover Twp.,U,U,NA,NA,N,N,1811138129,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.08917770899996,43.939213694000046
558,   PLK101000050,181101000019,PROGRESSIVE AG,E,C,2009-03-19T00:00:00Z,U,Saint Charles,U,U,NA,NA,N,N,181101000019,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.07014766199995,43.968624401
559,   PLK101000060,181101000024,FARMERS COOPERATIVE,E,C,2009-03-06T00:00:00Z,U,Rome Twp.,U,U,NA,NA,N,N,181101000024,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.93777213999999,43.51296411800001
560,   PLK101000396,181101000105,DNR FISHERIES,E,C,2009-04-01T00:00:00Z,U,Ripley Twp.,U,U,NA,NA,N,N,181101000105,MDA Data Practices Records Mng,(651) 201-6698,097,PHOTO,-94.207704019,46.07151459900001
561,   PLK101000405,181101000109,FARMERS COOP,E,C,2009-05-21T00:00:00Z,U,Hanska,U,U,NA,NA,N,N,181101000109,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.49316756399998,44.144443593000005
562,   EJK101000380,181101000111,MELROSE FEED MILL,E,C,2009-04-15T00:00:00Z,U,Melrose,U,U,NA,NA,N,N,181101000111,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.81050151199997,45.67412609500002
563,   PLK101000415,181101000112,RIVER COUNTRY COOP,E,C,2009-10-06T00:00:00Z,U,Marshan Twp.,U,U,NA,NA,N,N,181101000112,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79449230699998,44.687330347
564,   PLK101000419,181101000116,CARGILL GLUEK,E,C,2009-03-16T00:00:00Z,U,Lake Shore Twp.,U,U,NA,NA,N,N,181101000116,MDA Data Practices Records Mng,(651) 201-6698,073,PHOTO,-96.12285440199997,45.138399341000024
565,      PLK219113,181101000123,KASPER,E,C,2010-12-01T00:00:00Z,U,Somerset Twp,U,U,NA,NA,N,N,181101000123,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.21296210399998,43.94452970200001
566,   PLK101000424,181101000124,MEADOWLAND,E,C,2009-10-05T00:00:00Z,U,Wabasso,U,U,NA,NA,N,N,181101000124,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-95.25660116699999,44.39842281800003
567,   PLK101000476,181101000129,TRUGREEN CHEMLAWN,E,C,2008-11-17T00:00:00Z,U,Saint Paul,U,U,NA,NA,N,N,181101000129,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.096018684,44.975632304000044
568,   PLK101000479,181101000130,CARGILL,E,C,2009-03-16T00:00:00Z,U,Crate Twp.,U,U,NA,NA,N,N,181101000130,MDA Data Practices Records Mng,(651) 201-6698,023,PHOTO,-95.47640142199998,44.985148486000014
569,   PLK101000483,181101000132,4 CONTROL,E,C,2009-10-27T00:00:00Z,U,Belle Plaine Twp.,U,U,NA,NA,N,N,181101000132,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.673731218,44.62349821400005
570,      CVH269098,181101000138,CHS-TRACY,E,C,2009-03-17T00:00:00Z,U,Shetek Twp.,U,U,NA,NA,N,N,181101000138,MDA Data Practices Records Mng,(651) 201-6698,101,PHOTO,-95.62278673699996,44.167047732000015
571,   PLK101000537,181101000149,NORTHERN COUNTRY COOP,E,C,2009-03-18T00:00:00Z,U,Adams,U,U,NA,NA,N,N,181101000149,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.711232365,43.56456749
572,   PLK101000540,181101000150,UNKNOWN,E,C,2008-12-03T00:00:00Z,U,Jackson Twp.,U,U,NA,NA,N,N,181101000150,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.54089254299998,44.762091904000044
573,   PLK101000558,181101000159,KLAUSTER MEIER FARMS,E,C,2009-03-31T00:00:00Z,U,Hancock Twp.,U,U,NA,NA,N,N,181101000159,MDA Data Practices Records Mng,(651) 201-6698,019,PHOTO,-93.85967009299998,44.71691697900002
574,   PLK101000562,181101000161,WOODHILL,E,C,2009-04-06T00:00:00Z,U,Orono,U,U,NA,NA,N,N,181101000161,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.55220421999996,44.974209048000034
575,   PLK101000565,181101000163,COLUMBIA GOLF COURSE,E,C,2009-03-19T00:00:00Z,U,Minneapolis,U,U,NA,NA,N,N,181101000163,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.24851074599997,45.02578349100003
576,   PLK101028612,181101001056,CF INDUSTRIES,E,C,2010-12-15T00:00:00Z,U,Rosemount,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.011414822,44.76220495000001
577,      PLK219137,181101000167,PETERSON MILL,E,C,2009-02-04T00:00:00Z,U,North Branch,U,U,NA,NA,N,N,181101000167,MDA Data Practices Records Mng,(651) 201-6698,025,PHOTO,-92.98083015899999,45.51282031300002
